,MARITAL_STATUS,EDUCATION_LEVEL,RESIDENTAL_STATUS,LOAN_AMOUNT,INCOME,GENDER,NUMBER_OF_PRIOR_LOANS,AGE,TENURE,PRESENT_EMPLOYMENT_SINCE,FAMILY_SIZE,OCCUPATION
50468,Married,Bachelor's Degree,Tenant,25000.0,2750.0,Male,0.0,45.0,5.0,Less Than Seven Years,5.0,Army
54401,Married,Bachelor's Degree,Owner,10000.0,4250.0,Male,1.0,56.0,38.0,Less Than Seven Years,4.0,Professional
11560,Single,Master's Degree,Tenant,20000.0,3750.0,Female,0.0,29.0,10.0,More Than Seven Years,5.0,Farmer
57676,Married,Bachelor's Degree,Tenant,15000.0,2150.0,Male,2.0,41.0,22.0,Less Than Seven Years,7.0,Army
56017,Married,Primary School Grad,Family Home,25000.0,500.0,Male,3.0,39.0,15.0,Unemployed,3.0,Clerical
83996,Single,Bachelor's Degree,Tenant,65000.0,2750.0,Male,2.0,36.0,13.0,Less Than Four Years,4.0,Army
69211,Single,Bachelor's Degree,Owner,10000.0,5250.0,Female,1.0,45.0,12.0,Less Than One Year,3.0,Professional
80986,Single,Master's Degree,Tenant,25000.0,2750.0,Female,1.0,27.0,34.0,Less Than Four Years,3.0,Technician
20608,Single,Master's Degree,Tenant,40000.0,2750.0,Male,3.0,45.0,11.0,More Than Seven Years,3.0,Professional
46531,Married,Primary School Grad,Tenant,35000.0,500.0,Female,3.0,57.0,4.0,Unemployed,2.0,Technician
6749,Divorced,Master's Degree,Tenant,15000.0,2150.0,Female,0.0,58.0,7.0,More Than Seven Years,3.0,Clerical
32888,Married,Bachelor's Degree,Tenant,10000.0,2150.0,Female,1.0,68.0,19.0,Less Than Four Years,4.0,Technician
6794,Single,Bachelor's Degree,Tenant,45000.0,2750.0,Female,1.0,32.0,26.0,More Than Seven Years,4.0,Worker
45890,Married,Bachelor's Degree,Tenant,30000.0,2750.0,Male,2.0,29.0,2.0,Less Than Seven Years,5.0,Army
86148,Single,Master's Degree,Tenant,40000.0,2150.0,Male,1.0,71.0,37.0,Less Than One Year,3.0,Clerical
46451,Married,Bachelor's Degree,Tenant,35000.0,2750.0,Male,3.0,27.0,1.0,Less Than Four Years,4.0,Army
65864,Single,Bachelor's Degree,Tenant,10000.0,2150.0,Female,0.0,27.0,17.0,Less Than Four Years,5.0,Professional
70246,Married,Master's Degree,Tenant,30000.0,2750.0,Female,2.0,26.0,74.0,Unemployed,2.0,Farmer
19665,Single,Master's Degree,Tenant,20000.0,2750.0,Female,0.0,54.0,15.0,Less Than Four Years,3.0,Army
67906,Married,Bachelor's Degree,Owner,20000.0,4250.0,Female,1.0,48.0,10.0,Less Than One Year,3.0,Manager
58047,Married,Bachelor's Degree,Owner,55000.0,5250.0,Male,1.0,23.0,32.0,Less Than Seven Years,3.0,Manager
15791,Married,Bachelor's Degree,Owner,35000.0,4250.0,Male,0.0,55.0,35.0,Less Than Seven Years,4.0,Professional
95311,Single,Bachelor's Degree,Owner,10000.0,5250.0,Female,1.0,55.0,9.0,Unemployed,4.0,Manager
76407,Single,Master's Degree,Tenant,30000.0,3750.0,Female,0.0,62.0,19.0,Unemployed,7.0,Professional
64510,Single,Bachelor's Degree,Owner,65000.0,5250.0,Male,0.0,20.0,5.0,More Than Seven Years,4.0,Manager
18562,Married,Bachelor's Degree,Owner,45000.0,5250.0,Male,1.0,52.0,37.0,Less Than One Year,3.0,Manager
70434,Married,Bachelor's Degree,Owner,50000.0,6250.0,Male,2.0,45.0,29.0,Less Than One Year,6.0,Manager
37921,Married,Master's Degree,Tenant,105000.0,2750.0,Male,1.0,52.0,15.0,More Than Seven Years,2.0,Professional
66745,Single,Bachelor's Degree,Tenant,40000.0,6250.0,Male,3.0,35.0,22.0,Less Than One Year,4.0,Manager
13362,Married,Bachelor's Degree,Owner,30000.0,5250.0,Female,0.0,19.0,86.0,Unemployed,6.0,Manager
73953,Married,Master's Degree,Tenant,15000.0,3750.0,Male,2.0,18.0,6.0,Less Than Four Years,4.0,Clerical
45836,Married,Master's Degree,Tenant,35000.0,2750.0,Male,0.0,70.0,14.0,Unemployed,3.0,Army
39832,Married,Master's Degree,Tenant,35000.0,3750.0,Male,0.0,68.0,6.0,Less Than Four Years,7.0,Technician
91009,Single,Master's Degree,Tenant,20000.0,3750.0,Female,3.0,52.0,8.0,More Than Seven Years,4.0,Clerical
35891,Single,Doctorate Degree,Tenant,25000.0,3750.0,Male,2.0,20.0,33.0,Less Than One Year,3.0,Professional
65614,Single,Bachelor's Degree,Tenant,15000.0,2150.0,Male,3.0,68.0,23.0,Unemployed,4.0,Army
49402,Divorced,Primary School Grad,Tenant,20000.0,500.0,Female,0.0,51.0,14.0,Less Than Four Years,4.0,Farmer
98532,Married,Doctorate Degree,Owner,15000.0,3750.0,Female,3.0,55.0,12.0,Unemployed,2.0,Manager
22760,Single,Bachelor's Degree,Owner,65000.0,5250.0,Male,0.0,67.0,15.0,Less Than Four Years,2.0,Professional
98897,Single,Bachelor's Degree,Tenant,25000.0,2150.0,Female,2.0,22.0,14.0,More Than Seven Years,4.0,Clerical
71318,Married,Doctorate Degree,Tenant,10000.0,3750.0,Male,3.0,36.0,5.0,Less Than One Year,3.0,Manager
71218,Single,Master's Degree,Tenant,35000.0,2150.0,Female,0.0,31.0,5.0,Unemployed,3.0,Manager
9493,Married,Bachelor's Degree,Tenant,30000.0,5250.0,Male,3.0,34.0,3.0,Less Than One Year,4.0,Professional
3981,Single,Primary School Grad,Tenant,40000.0,500.0,Female,3.0,66.0,9.0,More Than Seven Years,4.0,Manager
58466,Married,Bachelor's Degree,Tenant,30000.0,5250.0,Female,3.0,34.0,2.0,Less Than One Year,6.0,Manager
94913,Married,Bachelor's Degree,Tenant,20000.0,4250.0,Male,0.0,21.0,11.0,Less Than Seven Years,3.0,Manager
20390,Divorced,Master's Degree,Tenant,30000.0,2750.0,Female,2.0,66.0,16.0,Less Than One Year,3.0,Worker
50713,Married,Bachelor's Degree,Tenant,20000.0,2750.0,Female,3.0,34.0,1.0,More Than Seven Years,6.0,Professional
15605,Married,Master's Degree,Tenant,15000.0,3750.0,Male,2.0,44.0,69.0,More Than Seven Years,4.0,Professional
80021,Divorced,Master's Degree,Tenant,35000.0,2150.0,Male,0.0,37.0,10.0,Less Than Seven Years,2.0,Clerical
71749,Married,Primary School Grad,Tenant,80000.0,500.0,Female,2.0,62.0,15.0,Less Than One Year,6.0,Farmer
19641,Married,Bachelor's Degree,Tenant,30000.0,2150.0,Male,1.0,67.0,31.0,Less Than Seven Years,4.0,Clerical
53693,Married,Bachelor's Degree,Tenant,35000.0,2750.0,Female,2.0,64.0,80.0,Less Than Seven Years,4.0,Professional
34550,Married,Doctorate Degree,Tenant,20000.0,3750.0,Female,2.0,23.0,6.0,More Than Seven Years,2.0,Professional
63248,Married,Bachelor's Degree,Tenant,25000.0,2750.0,Female,3.0,23.0,14.0,Less Than One Year,4.0,Professional
13275,Married,Master's Degree,Tenant,10000.0,2750.0,Male,0.0,60.0,12.0,Unemployed,3.0,Army
5544,Single,Bachelor's Degree,Owner,55000.0,5250.0,Male,1.0,24.0,13.0,Less Than Seven Years,3.0,Manager
86673,Single,Primary School Grad,Family Home,20000.0,500.0,Male,1.0,22.0,11.0,More Than Seven Years,4.0,Professional
99050,Married,Master's Degree,Tenant,45000.0,2750.0,Male,2.0,32.0,2.0,More Than Seven Years,2.0,Technician
98049,Married,Bachelor's Degree,Tenant,40000.0,2150.0,Male,0.0,24.0,13.0,Less Than One Year,7.0,Professional
82597,Married,Master's Degree,Tenant,40000.0,2750.0,Female,0.0,49.0,13.0,Less Than Seven Years,2.0,Professional
14385,Married,Bachelor's Degree,Tenant,20000.0,2150.0,Male,0.0,48.0,1.0,More Than Seven Years,4.0,Manager
27181,Married,Bachelor's Degree,Tenant,40000.0,2750.0,Male,3.0,36.0,2.0,Less Than Four Years,4.0,Clerical
6789,Single,Doctorate Degree,Owner,15000.0,3750.0,Male,1.0,57.0,4.0,More Than Seven Years,2.0,Manager
34160,Married,Master's Degree,Tenant,10000.0,2750.0,Female,2.0,21.0,80.0,Less Than One Year,2.0,Army
61313,Single,Master's Degree,Tenant,30000.0,2150.0,Male,1.0,51.0,13.0,Unemployed,3.0,Technician
65472,Married,Bachelor's Degree,Tenant,30000.0,2150.0,Male,0.0,39.0,71.0,Less Than One Year,5.0,Worker
26287,Married,Primary School Grad,Tenant,35000.0,2750.0,Male,2.0,55.0,8.0,Less Than Four Years,6.0,Worker
85657,Single,Bachelor's Degree,Tenant,15000.0,2750.0,Female,1.0,69.0,4.0,More Than Seven Years,7.0,Worker
19360,Married,Bachelor's Degree,Owner,10000.0,6250.0,Male,3.0,45.0,6.0,Unemployed,4.0,Manager
39462,Single,Primary School Grad,Family Home,20000.0,500.0,Male,0.0,25.0,11.0,Less Than Seven Years,2.0,Manager
35983,Divorced,Bachelor's Degree,Owner,30000.0,5250.0,Male,1.0,67.0,8.0,More Than Seven Years,4.0,Manager
65305,Divorced,Primary School Grad,Tenant,30000.0,500.0,Male,3.0,65.0,5.0,Less Than Four Years,4.0,Army
8989,Married,Bachelor's Degree,Owner,60000.0,5250.0,Male,1.0,51.0,15.0,Less Than Seven Years,4.0,Professional
12404,Single,Bachelor's Degree,Owner,45000.0,5250.0,Female,0.0,60.0,9.0,Less Than One Year,2.0,Professional
9969,Married,Bachelor's Degree,Tenant,105000.0,2750.0,Male,2.0,18.0,5.0,Unemployed,4.0,Technician
12305,Single,Master's Degree,Tenant,30000.0,2750.0,Female,2.0,39.0,19.0,Less Than One Year,3.0,Farmer
67306,Married,Bachelor's Degree,Owner,20000.0,5250.0,Male,1.0,51.0,16.0,Less Than One Year,4.0,Professional
87904,Single,Bachelor's Degree,Owner,30000.0,4250.0,Female,0.0,63.0,15.0,Less Than One Year,2.0,Professional
95276,Married,Bachelor's Degree,Tenant,35000.0,2750.0,Female,3.0,18.0,66.0,Less Than Four Years,6.0,Army
76448,Single,Bachelor's Degree,Tenant,10000.0,2750.0,Female,0.0,30.0,22.0,Less Than Seven Years,6.0,Army
30988,Divorced,Primary School Grad,Family Home,80000.0,500.0,Male,2.0,24.0,21.0,More Than Seven Years,3.0,Technician
35790,Single,Master's Degree,Tenant,25000.0,2150.0,Male,1.0,20.0,18.0,Less Than Seven Years,3.0,Professional
28804,Married,Bachelor's Degree,Tenant,25000.0,2150.0,Male,3.0,21.0,9.0,Less Than Four Years,4.0,Professional
38169,Single,Bachelor's Degree,Owner,25000.0,5250.0,Female,2.0,19.0,11.0,Less Than Seven Years,4.0,Manager
7856,Married,Doctorate Degree,Tenant,35000.0,3750.0,Male,3.0,18.0,2.0,More Than Seven Years,3.0,Professional
60356,Married,Bachelor's Degree,Tenant,40000.0,2750.0,Female,1.0,40.0,15.0,Less Than One Year,4.0,Manager
10100,Married,Bachelor's Degree,Tenant,20000.0,2150.0,Female,2.0,63.0,14.0,More Than Seven Years,7.0,Army
39643,Single,Bachelor's Degree,Tenant,15000.0,2750.0,Male,3.0,65.0,11.0,More Than Seven Years,4.0,Technician
21575,Married,Bachelor's Degree,Tenant,60000.0,2750.0,Female,1.0,31.0,48.0,Less Than Seven Years,6.0,Professional
37387,Married,Bachelor's Degree,Tenant,20000.0,2750.0,Male,0.0,19.0,8.0,Less Than Four Years,4.0,Clerical
94974,Married,Master's Degree,Tenant,40000.0,2150.0,Male,0.0,27.0,59.0,Less Than One Year,2.0,Technician
74255,Single,Master's Degree,Tenant,35000.0,2750.0,Female,2.0,18.0,28.0,Less Than Seven Years,3.0,Farmer
74094,Married,Bachelor's Degree,Tenant,15000.0,2750.0,Female,3.0,64.0,33.0,Unemployed,7.0,Clerical
47058,Married,Primary School Grad,Family Home,15000.0,500.0,Male,3.0,44.0,17.0,Less Than Seven Years,3.0,Manager
78052,Single,Primary School Grad,Family Home,25000.0,500.0,Female,1.0,36.0,21.0,Less Than One Year,7.0,Farmer
24530,Single,Bachelor's Degree,Tenant,20000.0,2750.0,Male,0.0,50.0,82.0,More Than Seven Years,4.0,Professional
40736,Single,Bachelor's Degree,Tenant,25000.0,2150.0,Male,3.0,18.0,8.0,Less Than Four Years,4.0,Technician
86184,Married,Doctorate Degree,Tenant,50000.0,3750.0,Male,0.0,21.0,52.0,Less Than Four Years,3.0,Manager
89787,Married,Master's Degree,Tenant,35000.0,2750.0,Female,1.0,61.0,11.0,Less Than One Year,3.0,Technician
77990,Divorced,Master's Degree,Tenant,15000.0,2750.0,Female,1.0,36.0,35.0,Less Than Seven Years,2.0,Clerical
72361,Married,Bachelor's Degree,Tenant,20000.0,2750.0,Male,3.0,45.0,51.0,Unemployed,4.0,Army
57265,Married,Primary School Grad,Tenant,40000.0,500.0,Male,1.0,71.0,65.0,Less Than Seven Years,4.0,Professional
42879,Married,Bachelor's Degree,Tenant,40000.0,2150.0,Female,3.0,18.0,15.0,Less Than One Year,6.0,Worker
31826,Married,Bachelor's Degree,Tenant,45000.0,2750.0,Female,3.0,29.0,24.0,Less Than One Year,4.0,Technician
49853,Married,Master's Degree,Tenant,95000.0,2750.0,Male,3.0,27.0,11.0,Less Than One Year,2.0,Clerical
88090,Single,Bachelor's Degree,Tenant,10000.0,4250.0,Female,1.0,18.0,12.0,Less Than Four Years,5.0,Professional
40927,Married,Bachelor's Degree,Tenant,30000.0,2750.0,Female,0.0,69.0,6.0,More Than Seven Years,7.0,Farmer
61991,Married,Doctorate Degree,Owner,15000.0,3750.0,Male,3.0,62.0,60.0,More Than Seven Years,3.0,Manager
56022,Married,Bachelor's Degree,Owner,30000.0,6250.0,Female,0.0,58.0,21.0,Less Than One Year,4.0,Professional
10450,Married,Bachelor's Degree,Tenant,50000.0,6250.0,Female,1.0,45.0,33.0,Less Than Four Years,4.0,Professional
69959,Married,Master's Degree,Tenant,30000.0,3750.0,Male,0.0,37.0,34.0,Less Than Four Years,4.0,Technician
6862,Single,Doctorate Degree,Owner,40000.0,3750.0,Female,0.0,53.0,2.0,Unemployed,2.0,Professional
21252,Married,Bachelor's Degree,Tenant,10000.0,2750.0,Female,2.0,33.0,9.0,Unemployed,5.0,Farmer
9490,Single,Doctorate Degree,Owner,40000.0,3750.0,Female,0.0,53.0,3.0,Less Than One Year,3.0,Professional
86296,Married,Bachelor's Degree,Owner,45000.0,6250.0,Male,0.0,51.0,14.0,Less Than Four Years,2.0,Professional
81171,Married,Bachelor's Degree,Tenant,15000.0,2150.0,Female,3.0,63.0,13.0,Less Than Seven Years,4.0,Clerical
35694,Married,Master's Degree,Tenant,20000.0,2750.0,Female,3.0,23.0,2.0,Less Than One Year,3.0,Worker
21304,Married,Master's Degree,Tenant,30000.0,3750.0,Female,2.0,30.0,24.0,Less Than Seven Years,5.0,Farmer
75361,Single,Primary School Grad,Tenant,20000.0,500.0,Male,0.0,54.0,27.0,Less Than Four Years,3.0,Clerical
9479,Single,Master's Degree,Tenant,10000.0,2750.0,Female,2.0,53.0,6.0,Less Than Four Years,3.0,Farmer
8733,Married,Bachelor's Degree,Tenant,65000.0,6250.0,Male,2.0,35.0,29.0,Less Than One Year,4.0,Manager
37755,Married,Bachelor's Degree,Tenant,30000.0,2150.0,Male,1.0,51.0,1.0,Less Than One Year,4.0,Technician
53502,Married,Primary School Grad,Family Home,10000.0,500.0,Male,1.0,39.0,19.0,More Than Seven Years,2.0,Professional
82410,Married,Bachelor's Degree,Tenant,40000.0,2750.0,Female,2.0,27.0,6.0,More Than Seven Years,4.0,Manager
85617,Married,Bachelor's Degree,Owner,15000.0,6250.0,Male,2.0,45.0,6.0,More Than Seven Years,3.0,Manager
2013,Single,Bachelor's Degree,Owner,35000.0,4250.0,Female,3.0,23.0,39.0,More Than Seven Years,3.0,Professional
61108,Single,Master's Degree,Tenant,50000.0,2150.0,Male,3.0,34.0,13.0,Less Than One Year,3.0,Farmer
53803,Single,Bachelor's Degree,Owner,30000.0,6250.0,Male,1.0,32.0,5.0,Unemployed,3.0,Manager
38445,Single,Bachelor's Degree,Tenant,20000.0,2750.0,Female,1.0,27.0,66.0,More Than Seven Years,4.0,Technician
2147,Married,Bachelor's Degree,Tenant,40000.0,2150.0,Female,2.0,44.0,3.0,More Than Seven Years,4.0,Professional
59238,Married,Bachelor's Degree,Owner,10000.0,6250.0,Male,1.0,53.0,12.0,More Than Seven Years,5.0,Professional
93705,Married,Master's Degree,Tenant,15000.0,2750.0,Female,1.0,66.0,15.0,Unemployed,2.0,Technician
75235,Married,Master's Degree,Tenant,40000.0,2150.0,Male,3.0,49.0,15.0,Less Than Seven Years,2.0,Manager
43723,Married,Doctorate Degree,Owner,10000.0,3750.0,Female,1.0,62.0,8.0,Less Than One Year,3.0,Manager
72377,Married,Bachelor's Degree,Owner,35000.0,4250.0,Male,2.0,57.0,34.0,Unemployed,7.0,Professional
26811,Married,Bachelor's Degree,Owner,25000.0,5250.0,Female,3.0,59.0,3.0,Less Than One Year,3.0,Manager
17194,Single,Bachelor's Degree,Owner,45000.0,6250.0,Female,1.0,18.0,10.0,Unemployed,2.0,Manager
54469,Single,Master's Degree,Tenant,10000.0,3750.0,Male,3.0,62.0,3.0,Less Than Four Years,4.0,Manager
64919,Married,Bachelor's Degree,Tenant,45000.0,2150.0,Male,1.0,69.0,7.0,More Than Seven Years,4.0,Manager
71805,Single,Bachelor's Degree,Owner,45000.0,4250.0,Male,2.0,41.0,4.0,Unemployed,2.0,Professional
49464,Married,Bachelor's Degree,Owner,10000.0,6250.0,Male,2.0,48.0,17.0,Less Than One Year,4.0,Manager
67609,Divorced,Bachelor's Degree,Tenant,15000.0,2150.0,Female,2.0,57.0,34.0,Less Than Four Years,4.0,Professional
42498,Married,Bachelor's Degree,Tenant,55000.0,6250.0,Male,3.0,23.0,56.0,Less Than Seven Years,4.0,Manager
37260,Single,Primary School Grad,Tenant,15000.0,500.0,Male,0.0,45.0,23.0,Less Than Four Years,3.0,Clerical
96211,Married,Bachelor's Degree,Tenant,30000.0,5250.0,Female,3.0,31.0,12.0,Less Than Four Years,7.0,Manager
40502,Single,Primary School Grad,Family Home,35000.0,500.0,Female,2.0,26.0,24.0,Less Than One Year,4.0,Farmer
18174,Married,Bachelor's Degree,Tenant,35000.0,4250.0,Male,0.0,36.0,13.0,Less Than Seven Years,6.0,Manager
76870,Divorced,Bachelor's Degree,Tenant,30000.0,2150.0,Female,1.0,55.0,77.0,Unemployed,6.0,Technician
14621,Married,Bachelor's Degree,Owner,45000.0,5250.0,Male,1.0,66.0,8.0,Less Than Four Years,2.0,Professional
15332,Married,Master's Degree,Tenant,20000.0,2150.0,Female,1.0,39.0,13.0,Less Than Seven Years,2.0,Farmer
40097,Single,Bachelor's Degree,Owner,100000.0,4250.0,Female,1.0,70.0,29.0,Less Than Four Years,3.0,Manager
42968,Single,Master's Degree,Tenant,20000.0,2750.0,Female,3.0,28.0,23.0,Less Than Seven Years,3.0,Clerical
58026,Married,Primary School Grad,Family Home,45000.0,500.0,Female,0.0,42.0,11.0,Less Than Four Years,6.0,Professional
3895,Divorced,Master's Degree,Tenant,25000.0,2750.0,Male,3.0,62.0,1.0,Less Than Seven Years,3.0,Technician
767,Married,Bachelor's Degree,Owner,85000.0,6250.0,Male,3.0,57.0,12.0,Unemployed,6.0,Professional
50281,Single,Master's Degree,Tenant,20000.0,2750.0,Male,1.0,47.0,6.0,Less Than Four Years,2.0,Professional
46660,Married,Primary School Grad,Family Home,10000.0,500.0,Male,3.0,23.0,10.0,Unemployed,4.0,Manager
83565,Married,Bachelor's Degree,Tenant,50000.0,2150.0,Female,3.0,29.0,11.0,Less Than Four Years,4.0,Army
73548,Divorced,Bachelor's Degree,Owner,35000.0,4250.0,Male,2.0,48.0,32.0,Less Than Four Years,5.0,Professional
99410,Divorced,Bachelor's Degree,Tenant,20000.0,2750.0,Male,0.0,18.0,7.0,Less Than Seven Years,4.0,Professional
28718,Married,Bachelor's Degree,Tenant,10000.0,2150.0,Male,2.0,42.0,19.0,Less Than Four Years,4.0,Manager
81899,Single,Master's Degree,Tenant,95000.0,3750.0,Female,0.0,58.0,26.0,Unemployed,4.0,Farmer
93676,Married,Bachelor's Degree,Tenant,80000.0,2750.0,Male,1.0,62.0,13.0,Less Than One Year,4.0,Army
90283,Married,Primary School Grad,Family Home,20000.0,500.0,Female,2.0,21.0,6.0,Less Than One Year,3.0,Manager
66344,Married,Bachelor's Degree,Owner,90000.0,6250.0,Male,2.0,58.0,8.0,Unemployed,5.0,Professional
24309,Single,Bachelor's Degree,Tenant,15000.0,2750.0,Female,3.0,44.0,4.0,Less Than Four Years,4.0,Technician
1468,Single,Bachelor's Degree,Owner,20000.0,6250.0,Male,0.0,19.0,12.0,Less Than Seven Years,4.0,Professional
30337,Single,Doctorate Degree,Owner,15000.0,3750.0,Female,3.0,69.0,34.0,Less Than Four Years,3.0,Professional
58760,Divorced,Primary School Grad,Tenant,50000.0,500.0,Female,0.0,64.0,12.0,Unemployed,4.0,Worker
76086,Married,Primary School Grad,Tenant,55000.0,500.0,Female,2.0,63.0,15.0,Unemployed,5.0,Technician
35490,Married,Bachelor's Degree,Tenant,80000.0,4250.0,Male,2.0,29.0,14.0,Less Than Four Years,4.0,Professional
5419,Married,Master's Degree,Tenant,10000.0,2750.0,Female,3.0,59.0,15.0,More Than Seven Years,3.0,Army
97049,Married,Bachelor's Degree,Tenant,40000.0,2750.0,Female,2.0,54.0,17.0,Less Than Seven Years,4.0,Technician
17548,Single,Master's Degree,Tenant,10000.0,3750.0,Male,0.0,44.0,25.0,Unemployed,4.0,Worker
44722,Married,Bachelor's Degree,Owner,45000.0,5250.0,Female,2.0,21.0,10.0,More Than Seven Years,3.0,Manager
21059,Married,Bachelor's Degree,Tenant,70000.0,4250.0,Female,0.0,18.0,20.0,Less Than One Year,7.0,Manager
61869,Married,Master's Degree,Tenant,30000.0,2750.0,Male,2.0,67.0,2.0,Unemployed,2.0,Army
61954,Divorced,Bachelor's Degree,Owner,50000.0,5250.0,Female,1.0,31.0,10.0,Less Than Seven Years,3.0,Manager
78209,Married,Bachelor's Degree,Tenant,30000.0,2150.0,Female,2.0,53.0,15.0,Unemployed,4.0,Army
6041,Married,Bachelor's Degree,Tenant,30000.0,2150.0,Female,2.0,21.0,26.0,Less Than One Year,6.0,Worker
77597,Married,Bachelor's Degree,Tenant,70000.0,2150.0,Female,3.0,31.0,19.0,More Than Seven Years,4.0,Technician
47356,Married,Bachelor's Degree,Owner,45000.0,4250.0,Female,3.0,63.0,11.0,Less Than Four Years,4.0,Manager
99507,Married,Bachelor's Degree,Owner,45000.0,6250.0,Male,3.0,63.0,13.0,Less Than Four Years,4.0,Manager
86489,Married,Bachelor's Degree,Tenant,40000.0,2750.0,Female,3.0,57.0,20.0,More Than Seven Years,7.0,Army
31362,Married,Doctorate Degree,Owner,50000.0,3750.0,Male,2.0,54.0,10.0,Less Than Seven Years,3.0,Professional
91164,Married,Bachelor's Degree,Tenant,40000.0,2150.0,Male,3.0,31.0,14.0,Less Than Seven Years,4.0,Technician
84171,Married,Bachelor's Degree,Tenant,15000.0,2750.0,Male,2.0,70.0,6.0,Unemployed,5.0,Army
34929,Married,Bachelor's Degree,Tenant,35000.0,2750.0,Male,2.0,61.0,4.0,Less Than Four Years,5.0,Clerical
21058,Single,Bachelor's Degree,Owner,45000.0,4250.0,Female,1.0,64.0,7.0,Unemployed,4.0,Professional
94736,Single,Bachelor's Degree,Owner,25000.0,5250.0,Female,2.0,50.0,32.0,Less Than One Year,7.0,Manager
23840,Single,Master's Degree,Tenant,20000.0,2750.0,Male,3.0,47.0,30.0,Unemployed,3.0,Worker
9247,Single,Bachelor's Degree,Tenant,15000.0,2150.0,Male,0.0,43.0,14.0,More Than Seven Years,4.0,Farmer
37420,Married,Bachelor's Degree,Tenant,45000.0,2750.0,Female,0.0,54.0,17.0,Less Than One Year,4.0,Clerical
91038,Single,Primary School Grad,Tenant,20000.0,500.0,Female,1.0,58.0,6.0,Less Than One Year,5.0,Clerical
15733,Married,Bachelor's Degree,Tenant,100000.0,2150.0,Male,1.0,35.0,90.0,More Than Seven Years,4.0,Clerical
75652,Single,Master's Degree,Tenant,65000.0,2150.0,Male,0.0,47.0,5.0,Less Than One Year,2.0,Professional
22763,Married,Primary School Grad,Family Home,25000.0,500.0,Male,3.0,25.0,4.0,Less Than Four Years,3.0,Technician
7265,Married,Primary School Grad,Family Home,45000.0,500.0,Female,2.0,38.0,9.0,More Than Seven Years,3.0,Technician
29483,Married,Master's Degree,Tenant,40000.0,2750.0,Male,3.0,30.0,1.0,More Than Seven Years,2.0,Farmer
96507,Single,Bachelor's Degree,Owner,15000.0,5250.0,Male,0.0,52.0,9.0,Less Than One Year,2.0,Manager
98797,Single,Primary School Grad,Tenant,55000.0,500.0,Male,3.0,68.0,34.0,Less Than Seven Years,4.0,Army
